dba_name,postal_code,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,naics_description,address,lat,lng,Incoming_Visitor_home_census_blocks,POI_risk_final
A & L TRANSPORT AND STORAGE,92173,60730100123.0,"{""060730124023"":4,""060730100151"":4,""060371224101"":4,""060730133131"":4,""060730101111"":4,""060376037023"":4}","{""060730100141"":5,""060730045011"":4,""060730100151"":4,""060730100123"":4,""060250123023"":4}",MOTOR VEHICLE TOWING,W SAN YSIDRO BLVD,32.7311086,-117.1600331,"{'06073012402': 4, '06073010015': 4, '06037122410': 4, '06073013313': 4, '06073010111': 4, '06037603702': 4}",0.9456193753151876
A & M,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",SWAP MEET VENDOR,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
A & P PARTY HALL AND STUDIO,92154,60730100103.0,"{""060730100051"":6,""060730100142"":5,""060730100041"":4,""060730100052"":4,""060730137022"":4}","{""060730116022"":5,""060730123021"":4,""060730137022"":4,""060730100051"":4}",OTHER PERSONAL SERVICES,DEL SOL BLVD,32.57328518,-117.0563045,"{'06073010005': 6, '06073010014': 5, '06073010004': 4, '06073013702': 4}",0.9717302571003108
A & S INDUSTRIES INC,92111,60730085111.0,"{""060730083661"":4,""060730171102"":4,""060730215001"":4,""060730083411"":4,""060590525202"":4,""060374042012"":4,""060730133131"":4,""060730170363"":4,""060730208091"":4,""060730083291"":4}","{""060373116002"":4}",FOOD SERVICES & DRINKING PLACES,CLAIREMONT MESA BLVD,32.83265852,-117.155468,"{'06073008366': 4, '06073017110': 4, '06073021500': 4, '06073008341': 4, '06059052520': 4, '06037404201': 4, '06073013313': 4, '06073017036': 4, '06073020809': 4, '06073008329': 4}",0.7018367901257391
A 1 CONSTRUCTION MANAGEMENT,92108,60730087022.0,"{""530350912011"":6,""060730092021"":4,""060730088002"":4,""320030032371"":4,""060590320561"":4}","{""060730092021"":4}","BUILDING, DEVELOPING & GENERAL CONTRACTING",MISSION CENTER RD,32.77634032,-117.1542875,"{'53035091201': 6, '06073009202': 4, '06073008800': 4, '32003003237': 4, '06059032056': 4}",0.3584647244206818
A AAAFFORDABLE DRIVING SCHOOL,92103,60730009005.0,"{""060730157032"":4}","{""060730208013"":4}",AUTOMOBILE DRIVING SCHOOLS,PARK BLVD,32.75050171,-117.1462669,{'06073015703': 4},0.3383376770599817
A BOWL,92111,60730085111.0,"{""060730170222"":4}",{},FULL-SERVICE RESTAURANTS,CONVOY ST,32.826544500000004,-117.1544867,{'06073017022': 4},0.11263322671374275
A BREATH OF LIFE,91945,60730141022.0,"{""060730169021"":4,""060730027121"":4}","{""060730027092"":4,""060730169021"":4}",EDUCATIONAL SUPPORT SERVICES,LANSING DR,32.72172895,-117.0294863,"{'06073016902': 4, '06073002712': 4}",0.4738084704130602
A BREEZE TRANSPORTATION,92108,60730087022.0,"{""530350912011"":6,""060730092021"":4,""060730088002"":4,""320030032371"":4,""060590320561"":4}","{""060730092021"":4}",TAXI & LIMOUSINE SERVICE,MISSION CENTER RD,32.77634032,-117.1542875,"{'53035091201': 6, '06073009202': 4, '06073008800': 4, '32003003237': 4, '06059032056': 4}",0.3584647244206818
A K MARTIAL ARTS ACADEMY,92127,60730170322.0,"{""060730170321"":9,""060730170322"":7,""060730131043"":4,""060650432422"":4,""484391136293"":4,""060730095022"":4,""060730170313"":4,""060730168091"":4,""060730083603"":4,""060730170291"":4,""060730170301"":4,""060650427241"":4,""060730166091"":4,""060730170303"":4,""060730185093"":4}","{""060730170321"":8,""060730170301"":6,""060730083603"":5,""060730170322"":5,""484391136293"":4,""060730199021"":4,""060730208092"":4,""060730207093"":4,""060730033011"":4,""060730170291"":4,""060650427241"":4,""060730208093"":4,""060730166091"":4,""060730200183"":4,""060730083353"":4}",MARTIAL ARTS INSTRUCTOR,BERNARDO CENTER DR,33.00528474,-117.0916162,"{'06073017032': 9, '06073013104': 4, '06065043242': 4, '48439113629': 4, '06073009502': 4, '06073017031': 4, '06073016809': 4, '06073008360': 4, '06073017029': 4, '06073017030': 4, '06065042724': 4, '06073016609': 4, '06073018509': 4}",0.8736788587048783
A NEW YOU,92108,60730089014.0,"{""060730091041"":4,""060730083532"":4}","{""060730083532"":4,""060730087022"":4,""060730214001"":4}",MASSAGE THERAPY,FRIARS RD,32.7666273,-117.1831025,"{'06073009104': 4, '06073008353': 4}",0.3100675020517656
A PLUS LIGHTNING,92111,60730085111.0,"{""060730095061"":6,""060730166061"":4,""060730139082"":4}","{""060730133021"":4,""060730134091"":4,""060730173042"":4,""060730041004"":4,""060730085111"":4,""060730166061"":4}",ELECTRICAL CONTRACTORS,BALBOA AVE,32.82179362,-117.15840159999998,"{'06073009506': 6, '06073016606': 4, '06073013908': 4}",0.5504187940612124
A PRO PLUMBING,92154,60730100042.0,"{""060730101031"":4}","{""060730101031"":4,""060730100091"":4,""060730100012"":4}","PLUMBING, HEATING & AC CONTRACTOR",CARNELL AVE,32.57234737,-117.0631113,{'06073010103': 4},0.4960441913538648
A&D IRON WORK,92113,60730036011.0,"{""060730185141"":4}","{""060730048001"":4}",OTHER PERSONAL & HOUSEHOLD GOODS R&M,NATIONAL AVE,32.69592902,-117.1214386,{'06073018514': 4},0.19528841397193866
A&M HOLDINGS,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",NONSTORE RETAILERS,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
A+ REPAIR,92154,60730101101.0,"{""060730100092"":9,""060730135051"":8,""060730100142"":7,""060133462013"":4,""060730213032"":4,""060730032093"":4,""060730100034"":4,""060730129001"":4,""060730139051"":4,""060730101071"":4,""060730039022"":4,""060730128002"":4,""060730133102"":4,""060730167011"":4,""060730101073"":4,""060730101112"":4,""060730086001"":4,""060730098054"":4,""060730117001"":4,""060730009002"":4,""060730100131"":4,""060730131023"":4}","{""060730100142"":8,""060730129001"":6,""060730100093"":5,""060730031081"":5,""060730206011"":5,""060730104023"":4,""060730156012"":4,""060730103001"":4,""060730086001"":4,""060730133072"":4,""060730127002"":4,""060730033041"":4,""060730167011"":4,""060133462013"":4,""060730132051"":4,""060730157012"":4,""060730083103"":4,""060730092011"":4,""060730133141"":4,""060730016001"":4,""060730100121"":4,""060730083291"":4,""060730132063"":4,""060730009002"":4,""060730100092"":4}",SWAP MEET VENDOR,CORONADO AVE,32.779021,-117.1278616,"{'06073010009': 9, '06073013505': 8, '06073010014': 7, '06013346201': 4, '06073021303': 4, '06073003209': 4, '06073010003': 4, '06073012900': 4, '06073013905': 4, '06073010107': 4, '06073003902': 4, '06073012800': 4, '06073013310': 4, '06073016701': 4, '06073010111': 4, '06073008600': 4, '06073009805': 4, '06073011700': 4, '06073000900': 4, '06073010013': 4, '06073013102': 4}",0.9999942101458876
A-1 SELF STORAGE,92154,60730101071.0,"{""060730100122"":4,""060730144002"":4,""060730101071"":4,""060730101062"":4,""060730216001"":4,""060730108001"":4}","{""060730101071"":5,""060730030013"":4}",RENTAL & LEASING SERVICES,HOLLISTER ST,32.58114712,-117.0840268,"{'06073010012': 4, '06073014400': 4, '06073010107': 4, '06073010106': 4, '06073021600': 4, '06073010800': 4}",0.9583956175252564
AAA JAPANESE CAR SPECIALISTS,92126,60730083602.0,"{""051190035003"":4,""060730083661"":4,""060730170322"":4,""060730170412"":4}","{""060730083661"":4,""060730083573"":4,""060730170322"":4,""060730088004"":4}",AUTOMOTIVE R&M,BLACK MOUNTAIN RD,32.89667245,-117.1232943,"{'05119003500': 4, '06073008366': 4, '06073017032': 4, '06073017041': 4}",0.26298561152255884
AAA MEDICAL SUPPLY INC,92111,60730085111.0,"{""060730027074"":4}",{},MEDICAL/DENTAL/HOSPITAL EQUIP & SUPP WHSLE,VICKERS ST,32.82722887,-117.1464092,{'06073002707': 4},0.4171773187398767
AAA PARKING,92093,60730083051.0,"{""060710001091"":4,""060710001162"":4,""060710004041"":4,""060730170201"":4,""320030058291"":4,""060590423121"":4,""450790103082"":4,""060730203044"":4,""060590525221"":4,""060650452153"":4,""481210215194"":4,""311530103061"":4,""080839693005"":4,""060730082001"":4,""170438411022"":4,""040133194014"":4,""060730083401"":4,""060650427292"":4,""320030029423"":4,""060590219162"":4}","{""060730083332"":4}",PARKING LOTS & GARAGES,GILMAN DR,32.882163408000004,-117.23736854,"{'06071000109': 4, '06071000116': 4, '06071000404': 4, '06073017020': 4, '32003005829': 4, '06059042312': 4, '45079010308': 4, '06073020304': 4, '06059052522': 4, '06065045215': 4, '48121021519': 4, '31153010306': 4, '08083969300': 4, '06073008200': 4, '17043841102': 4, '04013319401': 4, '06073008340': 4, '06065042729': 4, '32003002942': 4, '06059021916': 4}",0.42671725304966335
AAHARN AT UNIVERSITY CITY,92122,60730083072.0,"{""060730166162"":8,""060730085031"":5,""060730176042"":4,""060730083391"":4,""060730083272"":4}","{""060730148033"":4}",FULL-SERVICE RESTAURANTS,GOVERNOR DR,32.85095567,-117.2145156,"{'06073016616': 8, '06073008503': 5, '06073017604': 4, '06073008339': 4, '06073008327': 4}",0.6199126404085071
ABBOTT HEARING CENTERS,92119,60730097063.0,"{""060730146012"":4}","{""060730146012"":4,""060730097063"":4}",OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,JACKSON DR,32.8028363,-117.0452533,{'06073014601': 4},0.14051610963725014
ABBOTT STREET MARKET,92107,60730075022.0,"{""060790107073"":4,""060770043022"":4,""080310037011"":4,""060730075014"":4,""060730071002"":4}","{""060790107031"":4,""060730075022"":4,""060770041051"":4,""060730075021"":4,""060730085111"":4}",GROCERY STORES,ABBOTT ST,32.75089805,-117.250319,"{'06079010707': 4, '06077004302': 4, '08031003701': 4, '06073007501': 4, '06073007100': 4}",0.2052964612870144
ABC COMPLIANT,92126,60730083602.0,"{""060730083331"":4,""060730170412"":4,""060730170441"":4,""060730028031"":4}","{""060730083551"":4,""060730200132"":4}",CONSULTING SERVICES,BLACK MOUNTAIN RD,32.89522259,-117.12349340000002,"{'06073008333': 4, '06073017041': 4, '06073017044': 4, '06073002803': 4}",0.6154329082374829
ABC&E BIO-SERVICES INC,92154,60730101102.0,"{""060730032081"":4,""060730101104"":4}","{""060730149013"":4,""060730032081"":4,""060730104023"":4}",REMEDIATION SERVICES,HOLLISTER ST,32.575831300000004,-117.0841466,"{'06073003208': 4, '06073010110': 4}",0.6846317644119899
ABELINO HERNANDEZ,92154,60730101101.0,"{""060730100092"":9,""060730135051"":8,""060730100142"":7,""060133462013"":4,""060730213032"":4,""060730032093"":4,""060730100034"":4,""060730129001"":4,""060730139051"":4,""060730101071"":4,""060730039022"":4,""060730128002"":4,""060730133102"":4,""060730167011"":4,""060730101073"":4,""060730101112"":4,""060730086001"":4,""060730098054"":4,""060730117001"":4,""060730009002"":4,""060730100131"":4,""060730131023"":4}","{""060730100142"":8,""060730129001"":6,""060730100093"":5,""060730031081"":5,""060730206011"":5,""060730104023"":4,""060730156012"":4,""060730103001"":4,""060730086001"":4,""060730133072"":4,""060730127002"":4,""060730033041"":4,""060730167011"":4,""060133462013"":4,""060730132051"":4,""060730157012"":4,""060730083103"":4,""060730092011"":4,""060730133141"":4,""060730016001"":4,""060730100121"":4,""060730083291"":4,""060730132063"":4,""060730009002"":4,""060730100092"":4}",SWAP MEET VENDOR,CORONADO AVE,32.779021,-117.1278616,"{'06073010009': 9, '06073013505': 8, '06073010014': 7, '06013346201': 4, '06073021303': 4, '06073003209': 4, '06073010003': 4, '06073012900': 4, '06073013905': 4, '06073010107': 4, '06073003902': 4, '06073012800': 4, '06073013310': 4, '06073016701': 4, '06073010111': 4, '06073008600': 4, '06073009805': 4, '06073011700': 4, '06073000900': 4, '06073010013': 4, '06073013102': 4}",0.9999942101458876
ABILITIES PEDIATRIC PHYSICAL THERAPY PC,92115,60730029022.0,"{""060730012002"":4,""340090209022"":4}",{},OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,EL CAJON BLVD,32.764962,-117.0606431,"{'06073001200': 4, '34009020902': 4}",0.18632079798499568
ABM PARKING SERVICES,92108,60730087022.0,"{""060730153021"":4,""060730071001"":4}",{},PARKING LOTS & GARAGES,FRAZEE RD,32.77355429,-117.15850159999998,"{'06073015302': 4, '06073007100': 4}",0.3757605548909199
ABOLT PROCESS SERVICE,92109,60730079032.0,"{""060730079072"":4,""060730083103"":4,""060730083612"":4,""060730080021"":4,""060730077012"":4}","{""060730083111"":4,""060730082002"":4,""060730079072"":4,""060730137023"":4,""060730085031"":4}",ALL OTHER PERSONAL SERVICES,GARNET AVE,32.80068103,-117.2370563,"{'06073007907': 4, '06073008310': 4, '06073008361': 4, '06073008002': 4, '06073007701': 4}",0.659485580768781
ABOUT DEVELOPMENT PERMIT,92110,60730068011.0,"{""060730166171"":4,""060730069001"":4,""060730168074"":4}","{""060730168074"":4,""060730019001"":4,""060730214001"":4}",OTHER BUSINESS SUPPORT SERVICES,W POINT LOMA BLVD,32.75467376,-117.2210187,"{'06073016617': 4, '06073006900': 4, '06073016807': 4}",0.4471485879813365
ABRAJ RESTAURANT INC,92115,60730029022.0,"{""060952527032"":5,""060730027083"":4}",{},FULL-SERVICE RESTAURANTS,EL CAJON BLVD,32.7659594,-117.0595899,"{'06095252703': 5, '06073002708': 4}",0.4439891835052002
ABS REFINMENT,92129,60730170361.0,"{""060730170291"":4,""060730171101"":4,""060730170523"":4}","{""060650498002"":6,""060730083052"":5,""060730083373"":4,""120990077522"":4,""060730170291"":4,""060730170181"":4,""060730188025"":4,""060730170432"":4,""060730170552"":4,""060730170361"":4}",BEAUTY SALONS,BLACK MOUNTAIN RD,32.95804987,-117.1274498,"{'06073017029': 4, '06073017110': 4, '06073017052': 4}",0.3426566769319436
ABSN INC,92131,60730170226.0,"{""060730135051"":4}","{""060730170226"":4,""060730166101"":4}",ALL OTHER MISC MFG,TREENA ST,32.9125956,-117.11379850000002,{'06073013505': 4},0.2617656909944256
ABSOLUTE COLLECTIONS CORPORATION,92108,60730087022.0,"{""060730153021"":4,""060730071001"":4}",{},COLLECTION AGENCIES,FRAZEE RD,32.77355429,-117.15850159999998,"{'06073015302': 4, '06073007100': 4}",0.3757605548909199
ABYPLASTIKABSA LLC,92037,60730082002.0,"{""060730178113"":4,""530610532023"":4,""060590525272"":4,""060379200152"":4,""420199124023"":4,""060650420052"":4}","{""060730085061"":4,""040131048011"":4,""530530734044"":4,""060730171071"":4,""060730185143"":4,""132930105003"":4,""060590525272"":4}",WHOLESALE TRADE,PROSPECT ST,32.84892931,-117.27257009999998,"{'06073017811': 4, '53061053202': 4, '06059052527': 4, '06037920015': 4, '42019912402': 4, '06065042005': 4}",0.11190944320232954
AC DISTRIBUTOR,92105,60730022011.0,"{""060730147003"":4,""060730027074"":4,""060730022011"":4,""060730189031"":4,""060730100142"":4}","{""060730022011"":5,""060730076003"":4,""060730031032"":4,""060730118011"":4,""060730085111"":4,""060730100151"":4,""060372260021"":4}",FRESH FRUIT & VEGETABLE WHSLE,UNIVERSITY AVE,32.74975769,-117.1115448,"{'06073014700': 4, '06073002707': 4, '06073002201': 4, '06073018903': 4, '06073010014': 4}",0.8453397860125436
